Linux 3.0.101-0.15-default (axle) 	11/17/2014 	_x86_64_

11:20:52 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
11:21:52 PM     all      6.78      0.00      5.82      0.06      0.00     87.34
11:22:52 PM     all      7.72      0.00      4.92      0.00      0.00     87.36
11:23:52 PM     all      3.86      0.00      3.18      0.00      0.00     92.96
11:24:52 PM     all      5.12      0.00      1.28      0.00      0.00     93.60
11:25:52 PM     all      5.09      0.00      1.27      0.00      0.00     93.64
11:26:52 PM     all      5.85      0.00      0.43      0.00      0.00     93.72
11:27:52 PM     all      4.96      0.00      1.38      0.00      0.00     93.66
11:28:52 PM     all      5.13      0.00      1.22      0.00      0.00     93.64
11:29:52 PM     all      5.62      0.00      0.69      0.00      0.00     93.69
11:30:52 PM     all      4.86      0.00      1.50      0.00      0.00     93.64
11:31:52 PM     all      4.23      0.00      2.19      0.00      0.00     93.58
