Linux 3.0.101-0.15-default (axle) 	11/17/2014 	_x86_64_

11:09:56 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
11:10:56 PM     all     19.76      0.00      3.58      0.00      0.00     76.67
11:11:56 PM     all     12.36      0.00      2.26      0.00      0.00     85.37
11:12:56 PM     all      5.74      0.00      1.39      0.00      0.00     92.86
11:13:56 PM     all      5.71      0.00      1.06      0.00      0.00     93.23
11:14:56 PM     all      5.75      0.00      1.06      0.00      0.00     93.18
11:15:56 PM     all      4.85      0.00      2.21      0.00      0.00     92.94
11:16:56 PM     all      5.99      0.00      0.37      0.00      0.00     93.65
11:17:56 PM     all     29.61      0.00      4.21      0.00      0.00     66.19
11:18:56 PM     all     22.27      0.00      1.78      0.00      0.00     75.95
11:19:56 PM     all     12.25      0.00      0.38      0.00      0.00     87.36
