# hostname;interval;timestamp;kbmemfree;kbmemused;%memused;kbbuffers;kbcached;kbcommit;%commit
axle;60;1416262256;16766736;247757688;93.66;451828;43873732;207985000;76.21
axle;60;1416262316;15052308;249472116;94.31;451852;46038920;207517164;76.04
axle;60;1416262376;15045668;249478756;94.31;451872;46040812;207516972;76.04
axle;60;1416262436;15043148;249481276;94.31;451888;46042620;207517164;76.04
axle;60;1416262496;15041132;249483292;94.31;451904;46044524;207516972;76.04
axle;60;1416262556;13193192;251331232;95.01;451936;46046716;209407904;76.73
axle;60;1416262616;13192512;251331912;95.01;451944;46048260;209407872;76.73
axle;60;1416262676;4757468;259766956;98.20;451980;46063788;217817032;79.81
axle;60;1416262736;10809124;253715300;95.91;452000;46069516;211736460;77.58
axle;60;1416262796;10810924;253713500;95.91;452016;46072024;211736460;77.58
