# hostname;interval;timestamp;kbmemfree;kbmemused;%memused;kbbuffers;kbcached;kbcommit;%commit
axle;60;1416263731;1316460;263207964;99.50;442380;52598228;214643176;78.65
axle;60;1416263791;4048916;260475508;98.47;442460;52639856;211852336;77.63
axle;60;1416263851;3668952;260855472;98.61;442520;53589504;211349728;77.44
axle;60;1416263911;3578788;260945636;98.65;442620;53063308;212000484;77.68
axle;60;1416263971;5328488;259195936;97.99;442692;52712832;210531412;77.14
axle;60;1416264031;1361872;263162552;99.49;442772;53124512;214092196;78.45
axle;60;1416264091;2451088;262073336;99.07;441564;52663884;213512740;78.24
axle;60;1416264151;5312068;259212356;97.99;441644;53066556;210348176;77.08
axle;60;1416264211;5165112;259359312;98.05;441724;52348172;211089776;77.35
axle;60;1416264271;5620172;258904252;97.88;441816;52368188;210652876;77.19
axle;60;1416264331;1806628;262717796;99.32;441904;52252752;214560804;78.62
