Linux 3.0.101-0.15-default (axle) 	11/17/2014 	_x86_64_

11:34:31 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
11:35:31 PM     all     53.12      0.00     14.39      0.02      0.00     32.47
11:36:31 PM     all     53.12      0.00     14.44      0.00      0.00     32.44
11:37:31 PM     all     54.76      0.00     13.41      0.00      0.00     31.83
11:38:31 PM     all     58.12      0.00     10.36      0.00      0.00     31.52
11:39:31 PM     all     55.46      0.00     11.39      0.00      0.00     33.15
11:40:31 PM     all     57.76      0.00     10.97      0.00      0.00     31.27
11:41:31 PM     all     57.53      0.00     10.52      0.00      0.00     31.94
11:42:31 PM     all     58.55      0.00     10.56      0.00      0.00     30.89
11:43:31 PM     all     57.30      0.00     10.30      0.00      0.00     32.40
11:44:31 PM     all     51.27      0.00     11.22      0.00      0.00     37.51
11:45:31 PM     all     50.52      0.00     11.77      0.01      0.00     37.71
